tahun,bulan,minggu,kategori,jumlah_order,kategori_encoded
2017,8,33,watches_gifts,43,70
2017,8,34,air_conditioning,2,1
2017,8,34,art,1,2
2017,8,34,audio,1,4
2017,8,34,auto,44,5
2017,8,34,baby,34,6
2017,8,34,bed_bath_table,97,7
2017,8,34,books_general_interest,6,8
2017,8,34,books_imported,1,9
2017,8,34,books_technical,3,10
2017,8,34,cds_dvds_musicals,1,11
2017,8,34,christmas_supplies,1,12
2017,8,34,computers_accessories,73,15
2017,8,34,consoles_games,29,16
2017,8,34,construction_tools_construction,1,17
2017,8,34,construction_tools_safety,1,19
2017,8,34,cool_stuff,50,20
2017,8,34,costruction_tools_garden,7,21
2017,8,34,dvds_blu_ray,1,25
2017,8,34,electronics,11,26
2017,8,34,fashion_bags_accessories,18,28
2017,8,34,fashion_male_clothing,4,30
2017,8,34,fashion_shoes,6,31
2017,8,34,fashion_underwear_beach,4,33
2017,8,34,fixed_telephony,1,34
2017,8,34,food,3,36
2017,8,34,food_drink,3,37
2017,8,34,furniture_decor,105,39
2017,8,34,furniture_living_room,6,40
2017,8,34,garden_tools,34,42
2017,8,34,health_beauty,74,43
2017,8,34,home_appliances,4,44
2017,8,34,home_appliances_2,4,45
2017,8,34,home_confort,5,47
2017,8,34,housewares,50,49
2017,8,34,industry_commerce_and_business,1,50
2017,8,34,luggage_accessories,11,53
2017,8,34,market_place,6,54
2017,8,34,musical_instruments,6,56
2017,8,34,office_furniture,6,57
2017,8,34,perfumery,34,59
2017,8,34,pet_shop,26,60
2017,8,34,signaling_and_security,1,62
2017,8,34,small_appliances,8,63
2017,8,34,sports_leisure,92,65
2017,8,34,stationery,21,66
2017,8,34,tablets_printing_image,3,67
2017,8,34,telephony,28,68
2017,8,34,toys,30,69
2017,8,34,watches_gifts,49,70
2017,8,35,agro_industry_and_commerce,4,0
2017,8,35,air_conditioning,4,1
2017,8,35,art,1,2
2017,8,35,auto,17,5
2017,8,35,baby,20,6
2017,8,35,bed_bath_table,53,7
2017,8,35,books_general_interest,7,8
2017,8,35,books_technical,3,10
2017,8,35,computers,28,14
2017,8,35,computers_accessories,39,15
2017,8,35,consoles_games,13,16
2017,8,35,construction_tools_construction,1,17
2017,8,35,construction_tools_lights,1,18
2017,8,35,cool_stuff,27,20
2017,8,35,costruction_tools_garden,1,21
2017,8,35,electronics,7,26
2017,8,35,fashion_bags_accessories,9,28
2017,8,35,fashion_male_clothing,1,30
2017,8,35,fashion_shoes,2,31
2017,8,35,fashion_sport,1,32
2017,8,35,fashion_underwear_beach,2,33
2017,8,35,food_drink,4,37
2017,8,35,furniture_bedroom,1,38
2017,8,35,furniture_decor,57,39
2017,8,35,furniture_living_room,2,40
2017,8,35,furniture_mattress_and_upholstery,1,41
2017,8,35,garden_tools,43,42
2017,8,35,health_beauty,58,43
2017,8,35,home_appliances,12,44
2017,8,35,home_appliances_2,2,45
2017,8,35,home_comfort_2,2,46
2017,8,35,home_confort,5,47
2017,8,35,housewares,49,49
2017,8,35,kitchen_dining_laundry_garden_furniture,1,51
2017,8,35,la_cuisine,1,52
2017,8,35,luggage_accessories,7,53
2017,8,35,market_place,1,54
2017,8,35,musical_instruments,6,56
2017,8,35,office_furniture,9,57
2017,8,35,perfumery,18,59
2017,8,35,pet_shop,16,60
2017,8,35,small_appliances,2,63
2017,8,35,sports_leisure,50,65
2017,8,35,stationery,5,66
2017,8,35,tablets_printing_image,1,67
2017,8,35,telephony,15,68
2017,8,35,toys,25,69
2017,8,35,watches_gifts,33,70
2017,9,35,auto,6,5
2017,9,35,baby,18,6
2017,9,35,bed_bath_table,37,7
2017,9,35,books_general_interest,3,8
2017,9,35,books_imported,1,9
2017,9,35,computers,15,14
2017,9,35,computers_accessories,18,15
2017,9,35,consoles_games,10,16
2017,9,35,construction_tools_construction,1,17
2017,9,35,cool_stuff,18,20
2017,9,35,costruction_tools_garden,1,21
2017,9,35,dvds_blu_ray,1,25
2017,9,35,electronics,7,26
2017,9,35,fashio_female_clothing,1,27
2017,9,35,fashion_bags_accessories,8,28
2017,9,35,fixed_telephony,2,34
2017,9,35,furniture_decor,39,39
2017,9,35,furniture_living_room,1,40
2017,9,35,garden_tools,22,42
2017,9,35,health_beauty,31,43
2017,9,35,home_appliances,4,44
2017,9,35,home_confort,4,47
2017,9,35,housewares,28,49
2017,9,35,kitchen_dining_laundry_garden_furniture,1,51
2017,9,35,luggage_accessories,3,53
2017,9,35,market_place,2,54
2017,9,35,musical_instruments,5,56
2017,9,35,office_furniture,8,57
2017,9,35,perfumery,8,59
2017,9,35,pet_shop,8,60
2017,9,35,small_appliances,4,63
2017,9,35,sports_leisure,37,65
2017,9,35,stationery,5,66
2017,9,35,telephony,20,68
2017,9,35,toys,15,69
2017,9,35,watches_gifts,32,70
2017,9,36,agro_industry_and_commerce,1,0
2017,9,36,air_conditioning,3,1
2017,9,36,art,1,2
2017,9,36,audio,3,4
2017,9,36,auto,18,5
2017,9,36,baby,31,6
2017,9,36,bed_bath_table,95,7
2017,9,36,books_general_interest,3,8
2017,9,36,christmas_supplies,1,12
2017,9,36,computers,15,14
2017,9,36,computers_accessories,56,15
2017,9,36,consoles_games,18,16
2017,9,36,construction_tools_construction,5,17
2017,9,36,cool_stuff,42,20
2017,9,36,costruction_tools_tools,2,22
2017,9,36,drinks,3,24
2017,9,36,electronics,11,26
2017,9,36,fashion_bags_accessories,24,28
2017,9,36,fashion_male_clothing,4,30
2017,9,36,fashion_shoes,1,31
2017,9,36,fashion_underwear_beach,2,33
2017,9,36,food,1,36
2017,9,36,food_drink,1,37
2017,9,36,furniture_bedroom,1,38
2017,9,36,furniture_decor,85,39
2017,9,36,furniture_living_room,3,40
2017,9,36,garden_tools,49,42
2017,9,36,health_beauty,85,43
2017,9,36,home_appliances,1,44
2017,9,36,home_appliances_2,3,45
2017,9,36,home_comfort_2,1,46
2017,9,36,home_confort,5,47
2017,9,36,home_construction,1,48
2017,9,36,housewares,47,49
2017,9,36,luggage_accessories,9,53
2017,9,36,market_place,2,54
2017,9,36,musical_instruments,4,56
2017,9,36,office_furniture,10,57
2017,9,36,perfumery,33,59
2017,9,36,pet_shop,20,60
2017,9,36,small_appliances,4,63
2017,9,36,small_appliances_home_oven_and_coffee,1,64
2017,9,36,sports_leisure,88,65
2017,9,36,stationery,18,66
2017,9,36,tablets_printing_image,1,67
2017,9,36,telephony,52,68
2017,9,36,toys,55,69
2017,9,36,watches_gifts,54,70
2017,9,37,agro_industry_and_commerce,1,0
2017,9,37,air_conditioning,2,1
2017,9,37,audio,2,4
2017,9,37,auto,22,5
2017,9,37,baby,50,6
2017,9,37,bed_bath_table,164,7
2017,9,37,books_general_interest,5,8
2017,9,37,books_imported,1,9
2017,9,37,books_technical,6,10
2017,9,37,christmas_supplies,3,12
2017,9,37,cine_photo,1,13
2017,9,37,computers,5,14
2017,9,37,computers_accessories,72,15
2017,9,37,consoles_games,11,16
2017,9,37,construction_tools_construction,2,17
2017,9,37,construction_tools_lights,1,18
2017,9,37,construction_tools_safety,3,19
2017,9,37,cool_stuff,49,20
2017,9,37,drinks,3,24
2017,9,37,electronics,17,26
2017,9,37,fashio_female_clothing,2,27
2017,9,37,fashion_bags_accessories,39,28
2017,9,37,fashion_male_clothing,3,30
2017,9,37,fashion_shoes,9,31
2017,9,37,fashion_underwear_beach,4,33
2017,9,37,food,7,36
2017,9,37,food_drink,2,37
2017,9,37,furniture_decor,76,39
2017,9,37,furniture_living_room,4,40
2017,9,37,furniture_mattress_and_upholstery,1,41
2017,9,37,garden_tools,60,42
2017,9,37,health_beauty,106,43
2017,9,37,home_confort,6,47
2017,9,37,home_construction,7,48
2017,9,37,housewares,80,49
2017,9,37,industry_commerce_and_business,1,50
2017,9,37,kitchen_dining_laundry_garden_furniture,2,51
2017,9,37,luggage_accessories,10,53
2017,9,37,market_place,4,54
2017,9,37,musical_instruments,6,56
2017,9,37,office_furniture,8,57
2017,9,37,party_supplies,2,58
2017,9,37,perfumery,41,59
2017,9,37,pet_shop,18,60
2017,9,37,security_and_services,1,61
2017,9,37,signaling_and_security,2,62
2017,9,37,small_appliances,14,63
2017,9,37,sports_leisure,123,65
2017,9,37,stationery,17,66
2017,9,37,tablets_printing_image,1,67
2017,9,37,telephony,46,68
2017,9,37,toys,73,69
2017,9,37,watches_gifts,64,70
2017,9,38,agro_industry_and_commerce,2,0
2017,9,38,art,1,2
2017,9,38,audio,2,4
2017,9,38,auto,28,5
2017,9,38,baby,34,6
2017,9,38,bed_bath_table,154,7
2017,9,38,books_imported,2,9
2017,9,38,books_technical,1,10
2017,9,38,computers,1,14
2017,9,38,computers_accessories,50,15
2017,9,38,consoles_games,3,16
2017,9,38,construction_tools_safety,1,19
2017,9,38,cool_stuff,46,20
2017,9,38,costruction_tools_garden,2,21
2017,9,38,costruction_tools_tools,1,22
2017,9,38,dvds_blu_ray,1,25
2017,9,38,electronics,15,26
2017,9,38,fashio_female_clothing,1,27
2017,9,38,fashion_bags_accessories,29,28
2017,9,38,fashion_male_clothing,3,30
2017,9,38,fashion_shoes,1,31
2017,9,38,fashion_underwear_beach,7,33
2017,9,38,fixed_telephony,2,34
2017,9,38,food,7,36
2017,9,38,food_drink,5,37
2017,9,38,furniture_bedroom,2,38
2017,9,38,furniture_decor,88,39
2017,9,38,furniture_living_room,1,40
2017,9,38,garden_tools,45,42
2017,9,38,health_beauty,83,43
2017,9,38,home_appliances,3,44
2017,9,38,home_appliances_2,3,45
2017,9,38,home_confort,13,47
2017,9,38,home_construction,1,48
2017,9,38,housewares,48,49
2017,9,38,kitchen_dining_laundry_garden_furniture,1,51
2017,9,38,luggage_accessories,13,53
2017,9,38,market_place,2,54
2017,9,38,musical_instruments,3,56
2017,9,38,office_furniture,25,57
2017,9,38,perfumery,43,59
2017,9,38,pet_shop,17,60
2017,9,38,signaling_and_security,6,62
2017,9,38,small_appliances,2,63
2017,9,38,sports_leisure,118,65
2017,9,38,stationery,16,66
2017,9,38,telephony,25,68
2017,9,38,toys,74,69
2017,9,38,watches_gifts,67,70
2017,9,39,air_conditioning,2,1
2017,9,39,art,1,2
2017,9,39,audio,3,4
2017,9,39,auto,33,5
2017,9,39,baby,37,6
2017,9,39,bed_bath_table,78,7
2017,9,39,books_general_interest,3,8
2017,9,39,books_technical,1,10
2017,9,39,computers,4,14
2017,9,39,computers_accessories,51,15
2017,9,39,consoles_games,21,16
2017,9,39,construction_tools_construction,2,17
2017,9,39,construction_tools_safety,1,19
2017,9,39,cool_stuff,48,20
2017,9,39,costruction_tools_garden,2,21
2017,9,39,electronics,17,26
2017,9,39,fashion_bags_accessories,22,28
2017,9,39,fashion_childrens_clothes,1,29
2017,9,39,fashion_male_clothing,6,30
2017,9,39,fashion_shoes,2,31
2017,9,39,fashion_sport,5,32
2017,9,39,fashion_underwear_beach,3,33
2017,9,39,fixed_telephony,9,34
2017,9,39,food,2,36
2017,9,39,food_drink,1,37
2017,9,39,furniture_bedroom,1,38
2017,9,39,furniture_decor,55,39
2017,9,39,furniture_living_room,2,40
2017,9,39,garden_tools,46,42
2017,9,39,health_beauty,71,43
2017,9,39,home_appliances,2,44
2017,9,39,home_confort,5,47
2017,9,39,home_construction,2,48
2017,9,39,housewares,46,49
2017,9,39,industry_commerce_and_business,1,50
2017,9,39,luggage_accessories,7,53
2017,9,39,market_place,1,54
2017,9,39,musical_instruments,8,56
2017,9,39,office_furniture,9,57
2017,9,39,perfumery,28,59
2017,9,39,pet_shop,8,60
2017,9,39,signaling_and_security,1,62
2017,9,39,small_appliances,6,63
2017,9,39,sports_leisure,87,65
2017,9,39,stationery,19,66
2017,9,39,tablets_printing_image,1,67
2017,9,39,telephony,30,68
2017,9,39,toys,72,69
2017,9,39,watches_gifts,47,70
2017,10,39,auto,4,5
2017,10,39,baby,2,6
2017,10,39,bed_bath_table,19,7
2017,10,39,books_general_interest,4,8
2017,10,39,books_technical,1,10
2017,10,39,computers,1,14
2017,10,39,computers_accessories,4,15
2017,10,39,consoles_games,1,16
2017,10,39,construction_tools_safety,1,19
2017,10,39,cool_stuff,7,20
2017,10,39,electronics,2,26
2017,10,39,fashion_bags_accessories,1,28
2017,10,39,food,2,36
2017,10,39,furniture_decor,8,39
2017,10,39,garden_tools,12,42
2017,10,39,health_beauty,7,43
2017,10,39,home_confort,1,47
2017,10,39,housewares,3,49
2017,10,39,office_furniture,2,57
2017,10,39,perfumery,6,59
2017,10,39,pet_shop,5,60
2017,10,39,signaling_and_security,1,62
2017,10,39,sports_leisure,14,65
2017,10,39,stationery,6,66
2017,10,39,telephony,5,68
2017,10,39,toys,13,69
2017,10,39,watches_gifts,8,70
2017,10,40,agro_industry_and_commerce,1,0
2017,10,40,air_conditioning,4,1
2017,10,40,art,2,2
2017,10,40,audio,5,4
2017,10,40,auto,33,5
2017,10,40,baby,32,6
2017,10,40,bed_bath_table,97,7
2017,10,40,books_general_interest,1,8
2017,10,40,books_technical,1,10
2017,10,40,christmas_supplies,2,12
2017,10,40,computers,6,14
2017,10,40,computers_accessories,62,15
2017,10,40,consoles_games,14,16
2017,10,40,construction_tools_construction,5,17
2017,10,40,construction_tools_safety,7,19
2017,10,40,cool_stuff,50,20
2017,10,40,costruction_tools_garden,2,21
2017,10,40,costruction_tools_tools,2,22
2017,10,40,drinks,1,24
2017,10,40,dvds_blu_ray,1,25
2017,10,40,electronics,8,26
2017,10,40,fashion_bags_accessories,23,28
2017,10,40,fashion_childrens_clothes,1,29
2017,10,40,fashion_male_clothing,4,30
2017,10,40,fashion_shoes,1,31
2017,10,40,fashion_underwear_beach,1,33
2017,10,40,fixed_telephony,2,34
2017,10,40,food,5,36
2017,10,40,food_drink,5,37
2017,10,40,furniture_bedroom,2,38
2017,10,40,furniture_decor,67,39
2017,10,40,furniture_living_room,5,40
2017,10,40,garden_tools,80,42
2017,10,40,health_beauty,74,43
2017,10,40,home_appliances,2,44
2017,10,40,home_appliances_2,1,45
2017,10,40,home_confort,6,47
2017,10,40,home_construction,5,48
2017,10,40,housewares,48,49
2017,10,40,industry_commerce_and_business,1,50
2017,10,40,kitchen_dining_laundry_garden_furniture,5,51
2017,10,40,la_cuisine,1,52
2017,10,40,luggage_accessories,16,53
2017,10,40,market_place,1,54
2017,10,40,musical_instruments,2,56
2017,10,40,office_furniture,19,57
2017,10,40,perfumery,33,59
2017,10,40,pet_shop,20,60
2017,10,40,signaling_and_security,3,62
2017,10,40,small_appliances,6,63
2017,10,40,sports_leisure,116,65
2017,10,40,stationery,16,66
2017,10,40,tablets_printing_image,1,67
2017,10,40,telephony,48,68
2017,10,40,toys,86,69
2017,10,40,watches_gifts,54,70
2017,10,41,agro_industry_and_commerce,1,0
2017,10,41,air_conditioning,4,1
2017,10,41,art,1,2
2017,10,41,audio,8,4
2017,10,41,auto,41,5
2017,10,41,baby,39,6
2017,10,41,bed_bath_table,120,7
2017,10,41,books_general_interest,2,8
2017,10,41,christmas_supplies,2,12
2017,10,41,computers,6,14
2017,10,41,computers_accessories,71,15
2017,10,41,consoles_games,28,16
2017,10,41,construction_tools_construction,7,17
2017,10,41,construction_tools_lights,1,18
2017,10,41,cool_stuff,61,20
2017,10,41,costruction_tools_garden,1,21
2017,10,41,costruction_tools_tools,2,22
2017,10,41,drinks,2,24
2017,10,41,dvds_blu_ray,1,25
2017,10,41,electronics,10,26
2017,10,41,fashion_bags_accessories,27,28
2017,10,41,fashion_male_clothing,3,30
2017,10,41,fashion_shoes,3,31
2017,10,41,fashion_sport,1,32
2017,10,41,fixed_telephony,2,34
2017,10,41,food,1,36
2017,10,41,food_drink,2,37
2017,10,41,furniture_bedroom,1,38
2017,10,41,furniture_decor,76,39
2017,10,41,furniture_living_room,5,40
2017,10,41,garden_tools,45,42
2017,10,41,health_beauty,68,43
2017,10,41,home_appliances,1,44
2017,10,41,home_appliances_2,1,45
2017,10,41,home_confort,9,47
2017,10,41,home_construction,7,48
2017,10,41,housewares,59,49
2017,10,41,industry_commerce_and_business,2,50
2017,10,41,luggage_accessories,11,53
2017,10,41,market_place,5,54
2017,10,41,musical_instruments,4,56
2017,10,41,office_furniture,21,57
2017,10,41,party_supplies,1,58
2017,10,41,perfumery,44,59
2017,10,41,pet_shop,14,60
2017,10,41,signaling_and_security,1,62
2017,10,41,small_appliances,11,63
2017,10,41,sports_leisure,105,65
2017,10,41,stationery,15,66
2017,10,41,telephony,57,68
2017,10,41,toys,71,69
2017,10,41,watches_gifts,64,70
2017,10,42,agro_industry_and_commerce,1,0
2017,10,42,air_conditioning,4,1
2017,10,42,audio,9,4
2017,10,42,auto,38,5
2017,10,42,baby,35,6
2017,10,42,bed_bath_table,140,7
2017,10,42,books_general_interest,2,8
2017,10,42,books_technical,1,10
2017,10,42,christmas_supplies,1,12
2017,10,42,cine_photo,1,13
2017,10,42,computers,3,14
2017,10,42,computers_accessories,70,15
2017,10,42,consoles_games,27,16
2017,10,42,construction_tools_construction,1,17
2017,10,42,construction_tools_safety,3,19
2017,10,42,cool_stuff,62,20
2017,10,42,costruction_tools_garden,3,21
2017,10,42,costruction_tools_tools,1,22
2017,10,42,drinks,5,24
2017,10,42,electronics,15,26
2017,10,42,fashion_bags_accessories,27,28
2017,10,42,fashion_shoes,9,31
2017,10,42,fixed_telephony,3,34
2017,10,42,food,1,36
2017,10,42,food_drink,6,37
2017,10,42,furniture_decor,100,39
2017,10,42,furniture_living_room,8,40
2017,10,42,garden_tools,57,42
2017,10,42,health_beauty,102,43
2017,10,42,home_appliances,3,44
2017,10,42,home_appliances_2,3,45
2017,10,42,home_comfort_2,2,46
2017,10,42,home_confort,9,47
2017,10,42,home_construction,2,48
2017,10,42,housewares,60,49
2017,10,42,industry_commerce_and_business,1,50
2017,10,42,kitchen_dining_laundry_garden_furniture,4,51
2017,10,42,luggage_accessories,14,53
2017,10,42,market_place,1,54
2017,10,42,music,1,55
2017,10,42,musical_instruments,10,56
2017,10,42,office_furniture,21,57
2017,10,42,perfumery,48,59
2017,10,42,pet_shop,20,60
2017,10,42,signaling_and_security,4,62
2017,10,42,small_appliances,7,63
2017,10,42,sports_leisure,110,65
2017,10,42,stationery,24,66
2017,10,42,telephony,71,68
2017,10,42,toys,52,69
2017,10,42,watches_gifts,99,70
2017,10,43,agro_industry_and_commerce,2,0
2017,10,43,audio,7,4
2017,10,43,auto,27,5
2017,10,43,baby,20,6
2017,10,43,bed_bath_table,132,7
2017,10,43,books_technical,2,10
2017,10,43,cds_dvds_musicals,1,11
2017,10,43,christmas_supplies,1,12
2017,10,43,computers,6,14
2017,10,43,computers_accessories,72,15
2017,10,43,consoles_games,23,16
2017,10,43,construction_tools_safety,1,19
2017,10,43,cool_stuff,57,20
2017,10,43,costruction_tools_garden,3,21
2017,10,43,drinks,2,24
2017,10,43,dvds_blu_ray,2,25
2017,10,43,electronics,13,26
2017,10,43,fashion_bags_accessories,28,28
2017,10,43,fashion_shoes,2,31
2017,10,43,fashion_underwear_beach,1,33
2017,10,43,food,7,36
2017,10,43,food_drink,4,37
2017,10,43,furniture_decor,95,39
2017,10,43,furniture_living_room,1,40
2017,10,43,garden_tools,62,42
2017,10,43,health_beauty,83,43
2017,10,43,home_appliances,1,44
2017,10,43,home_appliances_2,3,45
2017,10,43,home_comfort_2,3,46
2017,10,43,home_construction,4,48
2017,10,43,housewares,46,49
2017,10,43,kitchen_dining_laundry_garden_furniture,6,51
2017,10,43,luggage_accessories,13,53
2017,10,43,market_place,4,54
2017,10,43,musical_instruments,3,56
2017,10,43,office_furniture,29,57
2017,10,43,party_supplies,1,58
2017,10,43,perfumery,44,59
2017,10,43,pet_shop,14,60
2017,10,43,signaling_and_security,1,62
2017,10,43,small_appliances,6,63
2017,10,43,sports_leisure,87,65
2017,10,43,stationery,24,66
2017,10,43,telephony,49,68
2017,10,43,toys,51,69
2017,10,43,watches_gifts,70,70
2017,10,44,audio,2,4
2017,10,44,auto,5,5
2017,10,44,baby,10,6
2017,10,44,bed_bath_table,34,7
2017,10,44,books_general_interest,2,8
2017,10,44,books_technical,1,10
2017,10,44,christmas_supplies,6,12
2017,10,44,computers,5,14
2017,10,44,computers_accessories,30,15
2017,10,44,consoles_games,12,16
2017,10,44,construction_tools_construction,6,17
2017,10,44,construction_tools_lights,1,18
2017,10,44,cool_stuff,17,20
2017,10,44,drinks,2,24
2017,10,44,electronics,14,26
2017,10,44,fashion_bags_accessories,2,28
2017,10,44,fashion_male_clothing,3,30
2017,10,44,fashion_shoes,3,31
2017,10,44,fashion_underwear_beach,1,33
2017,10,44,food,1,36
2017,10,44,furniture_decor,29,39
2017,10,44,garden_tools,24,42
2017,10,44,health_beauty,16,43
2017,10,44,home_appliances_2,1,45
2017,10,44,home_confort,2,47
2017,10,44,housewares,13,49
2017,10,44,industry_commerce_and_business,1,50
2017,10,44,kitchen_dining_laundry_garden_furniture,1,51
2017,10,44,luggage_accessories,2,53
2017,10,44,office_furniture,10,57
2017,10,44,perfumery,12,59
2017,10,44,pet_shop,3,60
2017,10,44,small_appliances,2,63
2017,10,44,sports_leisure,30,65
2017,10,44,stationery,11,66
2017,10,44,telephony,14,68
2017,10,44,toys,10,69
2017,10,44,watches_gifts,13,70
2017,11,44,air_conditioning,2,1
2017,11,44,audio,2,4
2017,11,44,auto,17,5
2017,11,44,baby,21,6
2017,11,44,bed_bath_table,92,7
2017,11,44,books_general_interest,3,8
2017,11,44,books_imported,2,9
2017,11,44,cds_dvds_musicals,2,11
2017,11,44,christmas_supplies,1,12
2017,11,44,computers,5,14
2017,11,44,computers_accessories,37,15
2017,11,44,consoles_games,15,16
2017,11,44,construction_tools_construction,1,17
2017,11,44,construction_tools_lights,1,18
2017,11,44,construction_tools_safety,2,19
2017,11,44,cool_stuff,41,20
2017,11,44,costruction_tools_garden,1,21
2017,11,44,costruction_tools_tools,3,22
2017,11,44,dvds_blu_ray,1,25
2017,11,44,electronics,8,26
2017,11,44,fashion_bags_accessories,15,28
2017,11,44,fashion_male_clothing,5,30
2017,11,44,fashion_shoes,3,31
2017,11,44,food_drink,7,37
2017,11,44,furniture_decor,41,39
2017,11,44,furniture_living_room,4,40
2017,11,44,garden_tools,47,42
2017,11,44,health_beauty,48,43
2017,11,44,home_appliances_2,1,45
2017,11,44,home_confort,6,47
2017,11,44,home_construction,1,48
2017,11,44,housewares,39,49
2017,11,44,kitchen_dining_laundry_garden_furniture,1,51
2017,11,44,luggage_accessories,10,53
2017,11,44,market_place,4,54
2017,11,44,musical_instruments,4,56
2017,11,44,office_furniture,25,57
2017,11,44,perfumery,16,59
2017,11,44,pet_shop,5,60
2017,11,44,small_appliances,1,63
2017,11,44,sports_leisure,64,65
2017,11,44,stationery,14,66
2017,11,44,tablets_printing_image,1,67
2017,11,44,telephony,28,68
2017,11,44,toys,25,69
2017,11,44,watches_gifts,47,70
2017,11,45,agro_industry_and_commerce,2,0
2017,11,45,air_conditioning,3,1
2017,11,45,audio,7,4
2017,11,45,auto,46,5
2017,11,45,baby,37,6
2017,11,45,bed_bath_table,150,7
2017,11,45,books_general_interest,4,8
2017,11,45,christmas_supplies,4,12
2017,11,45,computers,2,14
2017,11,45,computers_accessories,81,15
2017,11,45,consoles_games,15,16
2017,11,45,construction_tools_construction,5,17
2017,11,45,construction_tools_lights,1,18
2017,11,45,construction_tools_safety,3,19
2017,11,45,cool_stuff,63,20
2017,11,45,costruction_tools_garden,3,21
2017,11,45,drinks,1,24
2017,11,45,electronics,25,26
2017,11,45,fashion_bags_accessories,27,28
2017,11,45,fashion_male_clothing,1,30
2017,11,45,fashion_shoes,2,31
2017,11,45,fashion_underwear_beach,1,33
2017,11,45,flowers,3,35
2017,11,45,food,5,36
2017,11,45,furniture_bedroom,1,38
2017,11,45,furniture_decor,114,39
2017,11,45,furniture_living_room,3,40
2017,11,45,garden_tools,72,42
2017,11,45,health_beauty,85,43
2017,11,45,home_appliances,1,44
2017,11,45,home_appliances_2,1,45
2017,11,45,home_comfort_2,1,46
2017,11,45,home_confort,3,47
2017,11,45,home_construction,3,48
2017,11,45,housewares,62,49
2017,11,45,industry_commerce_and_business,3,50
2017,11,45,kitchen_dining_laundry_garden_furniture,8,51
2017,11,45,luggage_accessories,14,53
2017,11,45,market_place,1,54
2017,11,45,musical_instruments,8,56
2017,11,45,office_furniture,18,57
2017,11,45,perfumery,36,59
2017,11,45,pet_shop,17,60
2017,11,45,signaling_and_security,4,62
2017,11,45,small_appliances,2,63
2017,11,45,sports_leisure,101,65
2017,11,45,stationery,35,66
2017,11,45,telephony,65,68
2017,11,45,toys,56,69
2017,11,45,watches_gifts,98,70
2017,11,46,agro_industry_and_commerce,4,0
2017,11,46,air_conditioning,6,1
2017,11,46,audio,6,4
2017,11,46,auto,41,5
2017,11,46,baby,48,6
2017,11,46,bed_bath_table,136,7
2017,11,46,books_general_interest,6,8
2017,11,46,cds_dvds_musicals,1,11
2017,11,46,christmas_supplies,6,12
2017,11,46,computers_accessories,94,15
2017,11,46,consoles_games,14,16
2017,11,46,construction_tools_construction,11,17
2017,11,46,construction_tools_lights,2,18
2017,11,46,construction_tools_safety,3,19
2017,11,46,cool_stuff,57,20
2017,11,46,costruction_tools_garden,7,21
2017,11,46,drinks,12,24
2017,11,46,electronics,25,26
2017,11,46,fashion_bags_accessories,33,28
2017,11,46,fashion_male_clothing,1,30
2017,11,46,fashion_shoes,1,31
2017,11,46,fashion_sport,1,32
2017,11,46,fashion_underwear_beach,2,33
2017,11,46,flowers,3,35
2017,11,46,food,1,36
2017,11,46,food_drink,6,37
2017,11,46,furniture_bedroom,1,38
2017,11,46,furniture_decor,139,39
2017,11,46,furniture_living_room,3,40
2017,11,46,furniture_mattress_and_upholstery,1,41
2017,11,46,garden_tools,84,42
2017,11,46,health_beauty,85,43
2017,11,46,home_appliances,1,44
2017,11,46,home_appliances_2,4,45
2017,11,46,home_confort,6,47
2017,11,46,home_construction,8,48
2017,11,46,housewares,68,49
2017,11,46,industry_commerce_and_business,1,50
2017,11,46,kitchen_dining_laundry_garden_furniture,4,51
2017,11,46,luggage_accessories,20,53
2017,11,46,market_place,4,54
2017,11,46,musical_instruments,5,56
2017,11,46,office_furniture,30,57
2017,11,46,party_supplies,2,58
2017,11,46,perfumery,57,59
2017,11,46,pet_shop,18,60
2017,11,46,small_appliances,6,63
2017,11,46,sports_leisure,94,65
2017,11,46,stationery,41,66
2017,11,46,tablets_printing_image,1,67
2017,11,46,telephony,52,68
2017,11,46,toys,74,69
2017,11,46,watches_gifts,94,70
2017,11,47,agro_industry_and_commerce,11,0
2017,11,47,air_conditioning,5,1
2017,11,47,audio,14,4
2017,11,47,auto,103,5
2017,11,47,baby,65,6
2017,11,47,bed_bath_table,430,7
2017,11,47,books_general_interest,13,8
2017,11,47,books_imported,1,9
2017,11,47,books_technical,4,10
2017,11,47,christmas_supplies,5,12
2017,11,47,cine_photo,1,13
2017,11,47,computers_accessories,198,15
2017,11,47,consoles_games,68,16
2017,11,47,construction_tools_construction,19,17
2017,11,47,construction_tools_lights,4,18
2017,11,47,construction_tools_safety,5,19
2017,11,47,cool_stuff,91,20
2017,11,47,costruction_tools_garden,4,21
2017,11,47,drinks,3,24
2017,11,47,electronics,63,26
2017,11,47,fashio_female_clothing,1,27
2017,11,47,fashion_bags_accessories,88,28
2017,11,47,fashion_male_clothing,1,30
2017,11,47,fashion_shoes,10,31
2017,11,47,fashion_underwear_beach,1,33
2017,11,47,fixed_telephony,4,34
2017,11,47,food,5,36
2017,11,47,food_drink,13,37
2017,11,47,furniture_bedroom,1,38
2017,11,47,furniture_decor,351,39
2017,11,47,furniture_living_room,15,40
2017,11,47,garden_tools,268,42
2017,11,47,health_beauty,238,43
2017,11,47,home_appliances,10,44
2017,11,47,home_appliances_2,4,45
2017,11,47,home_comfort_2,2,46
